micro,year,name,num,ast
Klebsiella pneumoniae|Carbapenems,2012,Slovakia,2,I
Klebsiella pneumoniae|Carbapenems,2012,United Kingdom,4,I
Klebsiella pneumoniae|Carbapenems,2013,Austria,2,I
Klebsiella pneumoniae|Carbapenems,2013,Belgium,4,I
Klebsiella pneumoniae|Carbapenems,2013,Bulgaria,0,I
Klebsiella pneumoniae|Carbapenems,2013,Cyprus,1,I
Klebsiella pneumoniae|Carbapenems,2013,Czechia,6,I
Klebsiella pneumoniae|Carbapenems,2013,Germany,1,I
Klebsiella pneumoniae|Carbapenems,2013,Denmark,1,I
Klebsiella pneumoniae|Carbapenems,2013,Estonia,0,I
Klebsiella pneumoniae|Carbapenems,2013,Greece,12,I
Klebsiella pneumoniae|Carbapenems,2013,Spain,9,I
Klebsiella pneumoniae|Carbapenems,2013,Finland,0,I
Klebsiella pneumoniae|Carbapenems,2013,France,9,I
Klebsiella pneumoniae|Carbapenems,2013,Croatia,3,I
Klebsiella pneumoniae|Carbapenems,2013,Hungary,1,I
Klebsiella pneumoniae|Carbapenems,2013,Ireland,1,I
Klebsiella pneumoniae|Carbapenems,2013,Iceland,0,I
Klebsiella pneumoniae|Carbapenems,2013,Italy,24,I
Klebsiella pneumoniae|Carbapenems,2013,Lithuania,0,I
Klebsiella pneumoniae|Carbapenems,2013,Luxembourg,0,I
Klebsiella pneumoniae|Carbapenems,2013,Latvia,0,I
Klebsiella pneumoniae|Carbapenems,2013,Malta,6,I
Klebsiella pneumoniae|Carbapenems,2013,Netherlands,0,I
Klebsiella pneumoniae|Carbapenems,2013,Norway,0,I
Klebsiella pneumoniae|Carbapenems,2013,Poland,1,I
Klebsiella pneumoniae|Carbapenems,2013,Portugal,6,I
Klebsiella pneumoniae|Carbapenems,2013,Romania,4,I
Klebsiella pneumoniae|Carbapenems,2013,Sweden,0,I
Klebsiella pneumoniae|Carbapenems,2013,Slovenia,0,I
Klebsiella pneumoniae|Carbapenems,2013,Slovakia,0,I
Klebsiella pneumoniae|Carbapenems,2013,United Kingdom,2,I
Klebsiella pneumoniae|Carbapenems,2014,Austria,1,I
Klebsiella pneumoniae|Carbapenems,2014,Belgium,2,I
Klebsiella pneumoniae|Carbapenems,2014,Bulgaria,0,I
Klebsiella pneumoniae|Carbapenems,2014,Cyprus,1,I
Klebsiella pneumoniae|Carbapenems,2014,Czechia,5,I
Klebsiella pneumoniae|Carbapenems,2014,Germany,4,I
Klebsiella pneumoniae|Carbapenems,2014,Denmark,1,I
Klebsiella pneumoniae|Carbapenems,2014,Estonia,1,I
Klebsiella pneumoniae|Carbapenems,2014,Greece,4,I
Klebsiella pneumoniae|Carbapenems,2014,Spain,12,I
Klebsiella pneumoniae|Carbapenems,2014,Finland,1,I
Klebsiella pneumoniae|Carbapenems,2014,France,10,I
Klebsiella pneumoniae|Carbapenems,2014,Croatia,4,I
Klebsiella pneumoniae|Carbapenems,2014,Hungary,3,I
Klebsiella pneumoniae|Carbapenems,2014,Ireland,0,I
Klebsiella pneumoniae|Carbapenems,2014,Iceland,0,I
Klebsiella pneumoniae|Carbapenems,2014,Italy,44,I
Klebsiella pneumoniae|Carbapenems,2014,Lithuania,0,I
Klebsiella pneumoniae|Carbapenems,2014,Luxembourg,1,I
Klebsiella pneumoniae|Carbapenems,2014,Latvia,1,I
Klebsiella pneumoniae|Carbapenems,2014,Malta,3,I
Klebsiella pneumoniae|Carbapenems,2014,Netherlands,0,I
Klebsiella pneumoniae|Carbapenems,2014,Norway,1,I
Klebsiella pneumoniae|Carbapenems,2014,Poland,2,I
Klebsiella pneumoniae|Carbapenems,2014,Portugal,6,I
Klebsiella pneumoniae|Carbapenems,2014,Romania,8,I
Klebsiella pneumoniae|Carbapenems,2014,Sweden,2,I
Klebsiella pneumoniae|Carbapenems,2014,Slovenia,1,I
Klebsiella pneumoniae|Carbapenems,2014,Slovakia,2,I
Klebsiella pneumoniae|Carbapenems,2014,United Kingdom,3,I
Klebsiella pneumoniae|Carbapenems,2015,Austria,3,I
Klebsiella pneumoniae|Carbapenems,2015,Belgium,1,I
Klebsiella pneumoniae|Carbapenems,2015,Bulgaria,0,I
Klebsiella pneumoniae|Carbapenems,2015,Cyprus,0,I
Klebsiella pneumoniae|Carbapenems,2015,Czechia,6,I
Klebsiella pneumoniae|Carbapenems,2015,Germany,1,I
Klebsiella pneumoniae|Carbapenems,2015,Denmark,2,I
Klebsiella pneumoniae|Carbapenems,2015,Estonia,0,I
Klebsiella pneumoniae|Carbapenems,2015,Greece,9,I
Klebsiella pneumoniae|Carbapenems,2015,Spain,21,I
Klebsiella pneumoniae|Carbapenems,2015,Finland,0,I
Klebsiella pneumoniae|Carbapenems,2015,France,9,I
Klebsiella pneumoniae|Carbapenems,2015,Croatia,7,I
Klebsiella pneumoniae|Carbapenems,2015,Hungary,5,I
Klebsiella pneumoniae|Carbapenems,2015,Ireland,1,I
Klebsiella pneumoniae|Carbapenems,2015,Iceland,0,I
Klebsiella pneumoniae|Carbapenems,2015,Italy,43,I
Klebsiella pneumoniae|Carbapenems,2015,Lithuania,0,I
Klebsiella pneumoniae|Carbapenems,2015,Luxembourg,0,I
Klebsiella pneumoniae|Carbapenems,2015,Latvia,2,I
Klebsiella pneumoniae|Carbapenems,2015,Malta,2,I
Klebsiella pneumoniae|Carbapenems,2015,Netherlands,0,I
Klebsiella pneumoniae|Carbapenems,2015,Norway,0,I
Klebsiella pneumoniae|Carbapenems,2015,Poland,5,I
Klebsiella pneumoniae|Carbapenems,2015,Portugal,8,I
Klebsiella pneumoniae|Carbapenems,2015,Romania,26,I
Klebsiella pneumoniae|Carbapenems,2015,Sweden,1,I
Klebsiella pneumoniae|Carbapenems,2015,Slovenia,1,I
Klebsiella pneumoniae|Carbapenems,2015,Slovakia,4,I
Klebsiella pneumoniae|Carbapenems,2015,United Kingdom,0,I
Klebsiella pneumoniae|Carbapenems,2016,Austria,3,I
Klebsiella pneumoniae|Carbapenems,2016,Belgium,4,I
Klebsiella pneumoniae|Carbapenems,2016,Bulgaria,4,I
Klebsiella pneumoniae|Carbapenems,2016,Cyprus,1,I
Klebsiella pneumoniae|Carbapenems,2016,Czechia,4,I
Klebsiella pneumoniae|Carbapenems,2016,Germany,5,I
Klebsiella pneumoniae|Carbapenems,2016,Denmark,1,I
Klebsiella pneumoniae|Carbapenems,2016,Estonia,1,I
Klebsiella pneumoniae|Carbapenems,2016,Greece,3,I
Klebsiella pneumoniae|Carbapenems,2016,Spain,29,I
Klebsiella pneumoniae|Carbapenems,2016,Finland,0,I
Klebsiella pneumoniae|Carbapenems,2016,France,12,I
Klebsiella pneumoniae|Carbapenems,2016,Croatia,6,I
Klebsiella pneumoniae|Carbapenems,2016,Hungary,5,I
Klebsiella pneumoniae|Carbapenems,2016,Ireland,1,I
Klebsiella pneumoniae|Carbapenems,2016,Iceland,0,I
Klebsiella pneumoniae|Carbapenems,2016,Italy,43,I
Klebsiella pneumoniae|Carbapenems,2016,Lithuania,2,I
Klebsiella pneumoniae|Carbapenems,2016,Luxembourg,1,I
Klebsiella pneumoniae|Carbapenems,2016,Latvia,3,I
Klebsiella pneumoniae|Carbapenems,2016,Malta,3,I
Klebsiella pneumoniae|Carbapenems,2016,Netherlands,0,I
Klebsiella pneumoniae|Carbapenems,2016,Norway,0,I
Klebsiella pneumoniae|Carbapenems,2016,Poland,19,I
Klebsiella pneumoniae|Carbapenems,2016,Portugal,29,I
Klebsiella pneumoniae|Carbapenems,2016,Romania,22,I
Klebsiella pneumoniae|Carbapenems,2016,Sweden,4,I
Klebsiella pneumoniae|Carbapenems,2016,Slovenia,1,I
Klebsiella pneumoniae|Carbapenems,2016,Slovakia,3,I
Klebsiella pneumoniae|Carbapenems,2016,United Kingdom,12,I
Klebsiella pneumoniae|Carbapenems,2017,Austria,0,I
Klebsiella pneumoniae|Carbapenems,2017,Belgium,5,I
Klebsiella pneumoniae|Carbapenems,2017,Bulgaria,6,I
Klebsiella pneumoniae|Carbapenems,2017,Cyprus,1,I
Klebsiella pneumoniae|Carbapenems,2017,Czechia,6,I
Klebsiella pneumoniae|Carbapenems,2017,Germany,6,I
Klebsiella pneumoniae|Carbapenems,2017,Denmark,0,I
Klebsiella pneumoniae|Carbapenems,2017,Estonia,0,I
Klebsiella pneumoniae|Carbapenems,2017,Greece,13,I
Klebsiella pneumoniae|Carbapenems,2017,Spain,13,I
Klebsiella pneumoniae|Carbapenems,2017,Finland,2,I
Klebsiella pneumoniae|Carbapenems,2017,France,19,I
Klebsiella pneumoniae|Carbapenems,2017,Croatia,13,I
Klebsiella pneumoniae|Carbapenems,2017,Hungary,0,I
Klebsiella pneumoniae|Carbapenems,2017,Ireland,2,I
Klebsiella pneumoniae|Carbapenems,2017,Iceland,0,I
Klebsiella pneumoniae|Carbapenems,2017,Italy,64,I
Klebsiella pneumoniae|Carbapenems,2017,Lithuania,5,I
Klebsiella pneumoniae|Carbapenems,2017,Luxembourg,0,I
Klebsiella pneumoniae|Carbapenems,2017,Latvia,0,I
Klebsiella pneumoniae|Carbapenems,2017,Malta,11,I
Klebsiella pneumoniae|Carbapenems,2017,Netherlands,0,I
Klebsiella pneumoniae|Carbapenems,2017,Norway,0,I
Klebsiella pneumoniae|Carbapenems,2017,Poland,10,I
Klebsiella pneumoniae|Carbapenems,2017,Portugal,28,I
Klebsiella pneumoniae|Carbapenems,2017,Romania,30,I
Klebsiella pneumoniae|Carbapenems,2017,Sweden,0,I
Klebsiella pneumoniae|Carbapenems,2017,Slovenia,1,I
Klebsiella pneumoniae|Carbapenems,2017,Slovakia,5,I
Klebsiella pneumoniae|Carbapenems,2017,United Kingdom,7,I
Klebsiella pneumoniae|Carbapenems,2018,Austria,2,I
Klebsiella pneumoniae|Carbapenems,2018,Belgium,5,I
Klebsiella pneumoniae|Carbapenems,2018,Bulgaria,1,I
Klebsiella pneumoniae|Carbapenems,2018,Cyprus,0,I
Klebsiella pneumoniae|Carbapenems,2018,Czechia,6,I
Klebsiella pneumoniae|Carbapenems,2018,Germany,2,I
Klebsiella pneumoniae|Carbapenems,2018,Denmark,1,I
Klebsiella pneumoniae|Carbapenems,2018,Estonia,0,I
Klebsiella pneumoniae|Carbapenems,2018,Greece,5,I
Klebsiella pneumoniae|Carbapenems,2018,Spain,29,I
Klebsiella pneumoniae|Carbapenems,2018,Finland,1,I
Klebsiella pneumoniae|Carbapenems,2018,France,13,I
Klebsiella pneumoniae|Carbapenems,2018,Croatia,15,I
Klebsiella pneumoniae|Carbapenems,2018,Hungary,1,I
Klebsiella pneumoniae|Carbapenems,2018,Ireland,2,I
Klebsiella pneumoniae|Carbapenems,2018,Iceland,0,I
Klebsiella pneumoniae|Carbapenems,2018,Italy,173,I
Klebsiella pneumoniae|Carbapenems,2018,Lithuania,1,I
Klebsiella pneumoniae|Carbapenems,2018,Luxembourg,1,I
Klebsiella pneumoniae|Carbapenems,2018,Latvia,1,I
Klebsiella pneumoniae|Carbapenems,2018,Malta,10,I
Klebsiella pneumoniae|Carbapenems,2018,Netherlands,1,I
Klebsiella pneumoniae|Carbapenems,2018,Norway,1,I
Klebsiella pneumoniae|Carbapenems,2018,Poland,10,I
Klebsiella pneumoniae|Carbapenems,2018,Portugal,46,I
Klebsiella pneumoniae|Carbapenems,2018,Romania,42,I
Klebsiella pneumoniae|Carbapenems,2018,Sweden,8,I
Klebsiella pneumoniae|Carbapenems,2018,Slovakia,7,I
Klebsiella pneumoniae|Carbapenems,2018,United Kingdom,8,I
Klebsiella pneumoniae|Carbapenems,2019,Austria,2,I
Klebsiella pneumoniae|Carbapenems,2019,Belgium,6,I
Klebsiella pneumoniae|Carbapenems,2019,Bulgaria,1,I
Klebsiella pneumoniae|Carbapenems,2019,Cyprus,0,I
Klebsiella pneumoniae|Carbapenems,2019,Czechia,5,I
Klebsiella pneumoniae|Carbapenems,2019,Germany,7,I
Klebsiella pneumoniae|Carbapenems,2019,Denmark,2,I
Klebsiella pneumoniae|Carbapenems,2019,Estonia,0,I
Klebsiella pneumoniae|Carbapenems,2019,Greece,1,I
Klebsiella pneumoniae|Carbapenems,2019,Spain,35,I
Klebsiella pneumoniae|Carbapenems,2019,Finland,1,I
Klebsiella pneumoniae|Carbapenems,2019,France,9,I
Klebsiella pneumoniae|Carbapenems,2019,Croatia,12,I
Klebsiella pneumoniae|Carbapenems,2019,Hungary,4,I
Klebsiella pneumoniae|Carbapenems,2019,Ireland,0,I
Klebsiella pneumoniae|Carbapenems,2019,Iceland,0,I
Klebsiella pneumoniae|Carbapenems,2019,Italy,195,I
Klebsiella pneumoniae|Carbapenems,2019,Lithuania,5,I
Klebsiella pneumoniae|Carbapenems,2019,Luxembourg,0,I
Klebsiella pneumoniae|Carbapenems,2019,Latvia,1,I
Klebsiella pneumoniae|Carbapenems,2019,Malta,8,I
Klebsiella pneumoniae|Carbapenems,2019,Netherlands,2,I
Klebsiella pneumoniae|Carbapenems,2019,Norway,1,I
Klebsiella pneumoniae|Carbapenems,2019,Poland,10,I
Klebsiella pneumoniae|Carbapenems,2019,Portugal,31,I
Klebsiella pneumoniae|Carbapenems,2019,Romania,0,I
Klebsiella pneumoniae|Carbapenems,2019,Sweden,3,I
Klebsiella pneumoniae|Carbapenems,2019,Slovakia,5,I
Klebsiella pneumoniae|Carbapenems,2019,United Kingdom,14,I
Klebsiella pneumoniae|Carbapenems,2005,Austria,0,R
Klebsiella pneumoniae|Carbapenems,2005,Belgium,0,R
Klebsiella pneumoniae|Carbapenems,2005,Bulgaria,0,R
Klebsiella pneumoniae|Carbapenems,2005,Cyprus,0,R
Klebsiella pneumoniae|Carbapenems,2005,Czechia,0,R
Klebsiella pneumoniae|Carbapenems,2005,Germany,2,R
Klebsiella pneumoniae|Carbapenems,2005,Denmark,0,R
Klebsiella pneumoniae|Carbapenems,2005,Estonia,0,R
Klebsiella pneumoniae|Carbapenems,2005,Greece,215,R
Klebsiella pneumoniae|Carbapenems,2005,Spain,0,R
Klebsiella pneumoniae|Carbapenems,2005,Finland,0,R
Klebsiella pneumoniae|Carbapenems,2005,France,1,R
Klebsiella pneumoniae|Carbapenems,2005,Croatia,0,R
Klebsiella pneumoniae|Carbapenems,2005,Hungary,1,R
Klebsiella pneumoniae|Carbapenems,2005,Ireland,0,R
Klebsiella pneumoniae|Carbapenems,2005,Iceland,0,R
Klebsiella pneumoniae|Carbapenems,2005,Italy,0,R
Klebsiella pneumoniae|Carbapenems,2005,Luxembourg,0,R
Klebsiella pneumoniae|Carbapenems,2005,Latvia,0,R
Klebsiella pneumoniae|Carbapenems,2005,Malta,0,R
Klebsiella pneumoniae|Carbapenems,2005,Netherlands,0,R
Klebsiella pneumoniae|Carbapenems,2005,Norway,1,R
Klebsiella pneumoniae|Carbapenems,2005,Poland,0,R
Klebsiella pneumoniae|Carbapenems,2005,Portugal,0,R
Klebsiella pneumoniae|Carbapenems,2005,Romania,0,R
Klebsiella pneumoniae|Carbapenems,2005,Sweden,0,R
Klebsiella pneumoniae|Carbapenems,2005,Slovenia,0,R
Klebsiella pneumoniae|Carbapenems,2005,Slovakia,0,R
Klebsiella pneumoniae|Carbapenems,2005,United Kingdom,0,R
Klebsiella pneumoniae|Carbapenems,2006,Austria,0,R
Klebsiella pneumoniae|Carbapenems,2006,Belgium,0,R
Klebsiella pneumoniae|Carbapenems,2006,Bulgaria,0,R
Klebsiella pneumoniae|Carbapenems,2006,Cyprus,0,R
Klebsiella pneumoniae|Carbapenems,2006,Czechia,0,R
Klebsiella pneumoniae|Carbapenems,2006,Germany,0,R
Klebsiella pneumoniae|Carbapenems,2006,Denmark,0,R
Klebsiella pneumoniae|Carbapenems,2006,Estonia,0,R
Klebsiella pneumoniae|Carbapenems,2006,Greece,275,R
Klebsiella pneumoniae|Carbapenems,2006,Spain,0,R
Klebsiella pneumoniae|Carbapenems,2006,Finland,0,R
Klebsiella pneumoniae|Carbapenems,2006,France,0,R
Klebsiella pneumoniae|Carbapenems,2006,Croatia,0,R
Klebsiella pneumoniae|Carbapenems,2006,Hungary,0,R
Klebsiella pneumoniae|Carbapenems,2006,Ireland,0,R
Klebsiella pneumoniae|Carbapenems,2006,Iceland,0,R
Klebsiella pneumoniae|Carbapenems,2006,Italy,4,R
Klebsiella pneumoniae|Carbapenems,2006,Lithuania,0,R
Klebsiella pneumoniae|Carbapenems,2006,Luxembourg,0,R
Klebsiella pneumoniae|Carbapenems,2006,Latvia,0,R
Klebsiella pneumoniae|Carbapenems,2006,Malta,0,R
Klebsiella pneumoniae|Carbapenems,2006,Netherlands,1,R
Klebsiella pneumoniae|Carbapenems,2006,Norway,1,R
Klebsiella pneumoniae|Carbapenems,2006,Poland,0,R
Klebsiella pneumoniae|Carbapenems,2006,Portugal,0,R
Klebsiella pneumoniae|Carbapenems,2006,Romania,0,R
Klebsiella pneumoniae|Carbapenems,2006,Sweden,0,R
Klebsiella pneumoniae|Carbapenems,2006,Slovenia,0,R
Klebsiella pneumoniae|Carbapenems,2006,Slovakia,0,R
Klebsiella pneumoniae|Carbapenems,2006,United Kingdom,1,R
Klebsiella pneumoniae|Carbapenems,2007,Austria,0,R
Klebsiella pneumoniae|Carbapenems,2007,Belgium,0,R
Klebsiella pneumoniae|Carbapenems,2007,Bulgaria,0,R
Klebsiella pneumoniae|Carbapenems,2007,Cyprus,1,R
Klebsiella pneumoniae|Carbapenems,2007,Czechia,0,R
Klebsiella pneumoniae|Carbapenems,2007,Germany,3,R
Klebsiella pneumoniae|Carbapenems,2007,Denmark,0,R
Klebsiella pneumoniae|Carbapenems,2007,Estonia,0,R
Klebsiella pneumoniae|Carbapenems,2007,Greece,410,R
Klebsiella pneumoniae|Carbapenems,2007,Spain,0,R
Klebsiella pneumoniae|Carbapenems,2007,Finland,0,R
Klebsiella pneumoniae|Carbapenems,2007,France,1,R
Klebsiella pneumoniae|Carbapenems,2007,Croatia,1,R
Klebsiella pneumoniae|Carbapenems,2007,Hungary,0,R
Klebsiella pneumoniae|Carbapenems,2007,Ireland,0,R
Klebsiella pneumoniae|Carbapenems,2007,Iceland,0,R
Klebsiella pneumoniae|Carbapenems,2007,Italy,4,R
Klebsiella pneumoniae|Carbapenems,2007,Lithuania,0,R
Klebsiella pneumoniae|Carbapenems,2007,Luxembourg,0,R
Klebsiella pneumoniae|Carbapenems,2007,Latvia,0,R
Klebsiella pneumoniae|Carbapenems,2007,Malta,0,R
Klebsiella pneumoniae|Carbapenems,2007,Netherlands,0,R
Klebsiella pneumoniae|Carbapenems,2007,Norway,0,R
Klebsiella pneumoniae|Carbapenems,2007,Poland,0,R
Klebsiella pneumoniae|Carbapenems,2007,Portugal,0,R
Klebsiella pneumoniae|Carbapenems,2007,Romania,0,R
Klebsiella pneumoniae|Carbapenems,2007,Sweden,0,R
Klebsiella pneumoniae|Carbapenems,2007,Slovenia,0,R
Klebsiella pneumoniae|Carbapenems,2007,Slovakia,0,R
Klebsiella pneumoniae|Carbapenems,2007,United Kingdom,1,R
Klebsiella pneumoniae|Carbapenems,2008,Austria,0,R
Klebsiella pneumoniae|Carbapenems,2008,Belgium,0,R
Klebsiella pneumoniae|Carbapenems,2008,Bulgaria,0,R
Klebsiella pneumoniae|Carbapenems,2008,Cyprus,6,R
Klebsiella pneumoniae|Carbapenems,2008,Czechia,3,R
Klebsiella pneumoniae|Carbapenems,2008,Germany,0,R
Klebsiella pneumoniae|Carbapenems,2008,Denmark,1,R
Klebsiella pneumoniae|Carbapenems,2008,Estonia,0,R
Klebsiella pneumoniae|Carbapenems,2008,Greece,393,R
Klebsiella pneumoniae|Carbapenems,2008,Spain,0,R
Klebsiella pneumoniae|Carbapenems,2008,Finland,0,R
Klebsiella pneumoniae|Carbapenems,2008,France,0,R
Klebsiella pneumoniae|Carbapenems,2008,Croatia,1,R
Klebsiella pneumoniae|Carbapenems,2008,Hungary,0,R
Klebsiella pneumoniae|Carbapenems,2008,Ireland,0,R
Klebsiella pneumoniae|Carbapenems,2008,Iceland,0,R
Klebsiella pneumoniae|Carbapenems,2008,Italy,6,R
Klebsiella pneumoniae|Carbapenems,2008,Lithuania,0,R
Klebsiella pneumoniae|Carbapenems,2008,Luxembourg,0,R
Klebsiella pneumoniae|Carbapenems,2008,Latvia,1,R
Klebsiella pneumoniae|Carbapenems,2008,Malta,0,R
Klebsiella pneumoniae|Carbapenems,2008,Netherlands,0,R
Klebsiella pneumoniae|Carbapenems,2008,Norway,2,R
Klebsiella pneumoniae|Carbapenems,2008,Poland,0,R
Klebsiella pneumoniae|Carbapenems,2008,Portugal,1,R
Klebsiella pneumoniae|Carbapenems,2008,Romania,0,R
Klebsiella pneumoniae|Carbapenems,2008,Sweden,0,R
Klebsiella pneumoniae|Carbapenems,2008,Slovenia,0,R
Klebsiella pneumoniae|Carbapenems,2008,Slovakia,0,R
Klebsiella pneumoniae|Carbapenems,2008,United Kingdom,3,R
Klebsiella pneumoniae|Carbapenems,2009,Austria,0,R
Klebsiella pneumoniae|Carbapenems,2009,Belgium,1,R
Klebsiella pneumoniae|Carbapenems,2009,Bulgaria,0,R
Klebsiella pneumoniae|Carbapenems,2009,Cyprus,9,R
Klebsiella pneumoniae|Carbapenems,2009,Czechia,3,R
Klebsiella pneumoniae|Carbapenems,2009,Germany,0,R
Klebsiella pneumoniae|Carbapenems,2009,Denmark,0,R
Klebsiella pneumoniae|Carbapenems,2009,Estonia,0,R
Klebsiella pneumoniae|Carbapenems,2009,Greece,708,R
Klebsiella pneumoniae|Carbapenems,2009,Spain,1,R
Klebsiella pneumoniae|Carbapenems,2009,Finland,1,R
Klebsiella pneumoniae|Carbapenems,2009,France,2,R
Klebsiella pneumoniae|Carbapenems,2009,Hungary,2,R
Klebsiella pneumoniae|Carbapenems,2009,Ireland,0,R
Klebsiella pneumoniae|Carbapenems,2009,Iceland,0,R
Klebsiella pneumoniae|Carbapenems,2009,Italy,4,R
Klebsiella pneumoniae|Carbapenems,2009,Lithuania,0,R
Klebsiella pneumoniae|Carbapenems,2009,Luxembourg,0,R
Klebsiella pneumoniae|Carbapenems,2009,Latvia,0,R
Klebsiella pneumoniae|Carbapenems,2009,Malta,0,R
Klebsiella pneumoniae|Carbapenems,2009,Netherlands,0,R
Klebsiella pneumoniae|Carbapenems,2009,Norway,0,R
Klebsiella pneumoniae|Carbapenems,2009,Poland,1,R
Klebsiella pneumoniae|Carbapenems,2009,Portugal,4,R
Klebsiella pneumoniae|Carbapenems,2009,Romania,0,R
Klebsiella pneumoniae|Carbapenems,2009,Sweden,0,R
Klebsiella pneumoniae|Carbapenems,2009,Slovenia,1,R
