sampleType,AmpC_phtype,ESBL_phtype,amp_tx
imported_meat,0,0,NA
imported_meat,0,0,NA
imported_meat,0,0,NA
imported_meat,0,0,NA
imported_meat,0,0,NA
imported_meat,0,0,NA
imported_meat,0,0,NA
imported_meat,0,0,NA
imported_meat,0,0,NA
imported_meat,0,0,NA
imported_meat,0,0,NA
imported_meat,0,0,NA
imported_meat,0,0,NA
